Booking_ID,Trip_Date,Year,Quarter,Month,Month_Name,Day_Of_Week,Is_Weekend,Carrier,Customer,Vehicle_No,Vehicle_Type_Clean,Vehicle_Category,Origin_City,Origin_State,Destination_City,Destination_State,GPS_Provider,Market_Type,Distance_KM,Planned_Transit_Hours,Actual_Transit_Hours,Delay_Hours,On_Time_Flag,Has_Missing_Distance,Has_Missing_Vehicle_Type
WDSBKTP57741,2019-09-22,2019,3,9,September,Sunday,1,S.B.Transport Company,Larsen & Toubro Limited,HR38R0199,40 FT 3XL Trailer 35MT,Trailer,South Delhi,Delhi,South West Delhi,Delhi,CONSENT TRACK,Regular,25.0,2.4,2832.2430000000004,2829.8430000000003,0.0,0,0
WDSBKTP58173,2019-09-26,2019,3,9,September,Thursday,0,S.B.Transport Company,Larsen & Toubro Limited,HR38R0199,40 FT 3XL Trailer 35MT,Trailer,South Delhi,Delhi,South West Delhi,Delhi,CONSENT TRACK,Regular,25.0,2.4,2734.7299666666668,2732.3299666666667,0.0,0,0
AEIBK1908447,2019-12-14,2019,4,12,December,Saturday,1,Sengar Road Lines,Larsen & Toubro Limited,WB11E3852,40 FT 3XL Trailer 35MT,Trailer,Howrah,West Bengal,Nadia,West Bengal,CONSENT TRACK,Regular,51.0,4.883333333333334,835.3506444444444,830.467311111111,0.0,0,0
AEIBK1905823,2019-11-21,2019,4,11,November,Thursday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB73E3474,40 FT Flat Bed Double-Axle 21MT - Trailer,Trailer,Kolkata,West Bengal,North 24 Parganas,West Bengal,CONSENT TRACK,Regular,30.0,2.8666666666666667,1384.7801361111112,1381.9134694444444,0.0,0,0
AEIBK1910722,2019-12-30,2019,4,12,December,Monday,0,Sengar Road Lines,Larsen & Toubro Limited,WB73E3474,40 FT Flat Bed Double-Axle 21MT - Trailer,Trailer,Kolkata,West Bengal,Nadia,West Bengal,CONSENT TRACK,Regular,51.0,4.883333333333334,449.8136269444445,444.9302936111111,0.0,0,0
AEIBK2011938,2020-01-10,2020,1,1,January,Friday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN28AB2185,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,8.633333333333333,176.39753416666667,167.76420083333335,0.0,0,0
AEIBK1910154,2019-12-26,2019,4,12,December,Thursday,0,S.B.Transport Company,Larsen & Toubro Limited,HR38Q4630,40 FT 3XL Trailer 35MT,Trailer,South Delhi,Delhi,South West Delhi,Delhi,CONSENT TRACK,Regular,34.0,3.25,527.5563861111111,524.3063861111111,0.0,0,0
AEIBK2011705,2020-01-08,2020,1,1,January,Wednesday,0,A S Transports,Larsen & Toubro Limited,KA219054,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,CONSENT TRACK,Regular,17.0,1.6166666666666667,216.07781944444446,214.46115277777778,0.0,0,0
AEIBK2011818,2020-01-09,2020,1,1,January,Thursday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,7.6,0.7166666666666667,192.85816027777778,192.14149361111112,0.0,0,0
AEIBK1900267,2019-09-30,2019,3,9,September,Monday,0,As Logistics,Larsen & Toubro Limited,NL01AD2984,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Kamrup,Assam,East Khasi Hills,Meghalaya,CONSENT TRACK,Regular,109.0,10.45,2622.0519999999997,2611.602,0.0,0,0
AEIBK1901334,2019-10-15,2019,4,10,October,Tuesday,0,As Logistics,Larsen & Toubro Limited,NL01AD2984,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Kamrup,Assam,Sonitpur,Assam,CONSENT TRACK,Regular,158.0,15.166666666666666,2258.0270452777777,2242.860378611111,0.0,0,0
AEIBK2011273,2020-01-06,2020,1,1,January,Monday,0,As Logistics,Larsen & Toubro Limited,NL01AD2984,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Kamrup,Assam,East Khasi Hills,Meghalaya,CONSENT TRACK,Regular,109.0,10.45,264.53236944444444,254.08236944444445,0.0,0,0
WDSBKTP57897,2019-09-24,2019,3,9,September,Tuesday,0,As Logistics,Larsen & Toubro Limited,NL01AD2984,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Kamrup,Assam,East Khasi Hills,Meghalaya,CONSENT TRACK,Regular,109.0,10.45,2764.3880083333333,2753.9380083333335,0.0,0,0
AEIBK2011669,2020-01-07,2020,1,1,January,Tuesday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,KA28D0802,19 FT Open 7MT - MCV,MCV,Mumbai,Maharashtra,Bangalore,Karnataka,CONSENT TRACK,Regular,1055.0,17.715555555555557,232.9049102777778,215.18935472222222,0.0,0,0
AEIBK2011674,2020-01-08,2020,1,1,January,Wednesday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,KA05AD7785,19 FT Open 7MT - MCV,MCV,Mumbai,Maharashtra,Bangalore,Karnataka,CONSENT TRACK,Regular,1055.0,17.708055555555557,204.84387583333333,187.13582027777778,0.0,0,0
AEIBK2011939,2020-01-10,2020,1,1,January,Friday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN04M5355,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,8.633333333333333,153.60020194444442,144.96686861111112,0.0,0,0
AEIBK2011943,2020-01-10,2020,1,1,January,Friday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN28AD0054,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,8.633333333333333,152.41773972222222,143.7844063888889,0.0,0,0
AEIBK1909514,2019-12-21,2019,4,12,December,Saturday,1,Baba Lingaraj Enterprises Pvt Ltd,Larsen & Toubro Limited,OR02BC1251,40 FT 3XL Trailer 35MT,Trailer,Cuttack,Odisha,Kendrapara,Odisha,CONSENT TRACK,Regular,78.5,7.533333333333333,625.3634908333332,617.8301574999999,0.0,0,0
AEIBK1910721,2019-12-30,2019,4,12,December,Monday,0,Baba Lingaraj Enterprises Pvt Ltd,Larsen & Toubro Limited,OR02BC1251,40 FT 3XL Trailer 35MT,Trailer,Cuttack,Odisha,Angul,Odisha,CONSENT TRACK,Regular,125.0,12.0,412.5930797222222,400.5930797222222,0.0,0,0
AEIBK1909887,2019-12-24,2019,4,12,December,Tuesday,0,S.B.Transport Company,Larsen & Toubro Limited,HR38Q4805,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,South Delhi,Delhi,South West Delhi,Delhi,CONSENT TRACK,Regular,25.0,2.4,551.9210916666666,549.5210916666666,0.0,0,0
AEIBK1903407,2019-11-01,2019,4,11,November,Friday,0,A P R Trailler Service,Larsen & Toubro Limited,UP17T8242,40 FT 3XL Trailer 35MT,Trailer,Ghaziabad,Uttar Pradesh,Bulandshahr,Uttar Pradesh,CONSENT TRACK,Regular,66.0,6.333333333333333,1824.3973880555557,1818.0640547222222,0.0,0,0
AEIBK2011825,2020-01-09,2020,1,1,January,Thursday,0,As Cargo Movers,Larsen & Toubro Limited,AP02TH5553,19 FT Open 7MT - MCV,MCV,Mumbai,Maharashtra,Bangalore,Karnataka,CONSENT TRACK,Regular,1055.0,17.708055555555557,185.89070555555557,168.18265000000002,0.0,0,0
AEIBK2011580,2020-01-08,2020,1,1,January,Wednesday,0,A S Transports,Larsen & Toubro Limited,KA21A5090,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,CONSENT TRACK,Regular,13.1,1.25,181.82092305555554,180.57092305555554,0.0,0,0
AEIBK2011908,2020-01-10,2020,1,1,January,Friday,0,Anmol Transport Service,Larsen & Toubro Limited,MH43Y6219,40 FT 3XL Trailer 35MT,Trailer,Raigarh,Maharashtra,Mumbai,Maharashtra,CONSENT TRACK,Regular,35.0,3.35,131.7281563888889,128.3781563888889,0.0,0,0
AEIBK2011324,2020-01-06,2020,1,1,January,Monday,0,As Cargo Movers,Larsen & Toubro Limited,MH43BG6518,19 FT Open 7MT - MCV,MCV,Mumbai,Maharashtra,Tiruvannamalai,Tamil Nadu,CONSENT TRACK,Regular,1284.0,20.880555555555556,220.33970194444444,199.45914638888888,0.0,0,0
AEIBK1900309,2019-09-22,2019,3,9,September,Sunday,1,Ajay Trailor Service,Larsen & Toubro Limited,HR38Z5998,40 FT 3XL Trailer 35MT,Trailer,Faridabad,Haryana,Gurgaon,Haryana,CONSENT TRACK,Regular,56.0,5.366666666666666,2756.294803611111,2750.9281369444443,0.0,0,0
AEIBK1906970,2019-11-30,2019,4,11,November,Saturday,1,Ajay Trailor Service,Larsen & Toubro Limited,HR38Z5998,40 FT 3XL Trailer 35MT,Trailer,Faridabad,Haryana,Gurgaon,Haryana,CONSENT TRACK,Regular,56.0,5.366666666666666,1108.4729602777777,1103.1062936111111,0.0,0,0
AEIBK1907655,2019-12-08,2019,4,12,December,Sunday,1,Ajay Trailor Service,Larsen & Toubro Limited,HR38Z5998,40 FT 3XL Trailer 35MT,Trailer,Faridabad,Haryana,Gurgaon,Haryana,CONSENT TRACK,Regular,56.0,5.366666666666666,916.2799508333333,910.9132841666666,0.0,0,0
AEIBK1903264,2019-10-31,2019,4,10,October,Thursday,0,Vinod Kapoor And Sons,Larsen & Toubro Limited,OR14X0117,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Sundergarh,Odisha,Jajapur,Odisha,CONSENT TRACK,Regular,339.0,32.53333333333333,1823.215881388889,1790.6825480555556,0.0,0,0
AEIBK2011280,2020-01-06,2020,1,1,January,Monday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,NL01D3087,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Patna,Bihar,Madhubani,Bihar,CONSENT TRACK,Regular,282.0,27.066666666666666,201.92023805555556,174.85357138888887,0.0,0,0
AEIBK2011877,2020-01-10,2020,1,1,January,Friday,0,United Freight Carriers Private Limited,Larsen & Toubro Limited,AP04TW1166,40 FT 3XL Trailer 35MT,Trailer,Krishna,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,CONSENT TRACK,Regular,297.0,28.5,109.69269166666666,81.19269166666666,0.0,0,0
AEIBK2011952,2020-01-10,2020,1,1,January,Friday,0,United Freight Carriers Private Limited,Larsen & Toubro Limited,AP16TY1198,40 FT 3XL Trailer 35MT,Trailer,Krishna,Andhra Pradesh,Krishna,Andhra Pradesh,CONSENT TRACK,Regular,117.0,11.216666666666667,99.65298888888888,88.43632222222223,0.0,0,0
AEIBK2011583,2020-01-08,2020,1,1,January,Wednesday,0,Unknown,Larsen & Toubro Limited,GJ01CY4407,40 FT 3XL Trailer 35MT,Trailer,Gandhinagar,Gujarat,Kheda,Gujarat,CONSENT TRACK,Regular,61.4,5.883333333333334,147.78350916666668,141.90017583333332,0.0,0,0
AEIBK2011782,2020-01-09,2020,1,1,January,Thursday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN04AH7817,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,8.633333333333333,123.31495472222223,114.68162138888889,0.0,0,0
AEIBK2011783,2020-01-09,2020,1,1,January,Thursday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN04M5637,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,8.633333333333333,123.3410925,114.70775916666668,0.0,0,0
AEIBK2011401,2020-01-07,2020,1,1,January,Tuesday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN04AH9559,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,8.633333333333333,170.6226777777778,161.98934444444444,0.0,0,0
AEIBK2011170,2020-01-05,2020,1,1,January,Sunday,1,K.Ramachandran Transports,Larsen & Toubro Limited,TN18AB6130,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,8.633333333333333,217.33581305555558,208.70247972222222,0.0,0,0
AEIBK1909378,2019-12-20,2019,4,12,December,Friday,0,As Logistics,Larsen & Toubro Limited,NL01G4511,40 FT 3XL Trailer 35MT,Trailer,Kamrup,Assam,East Khasi Hills,Meghalaya,CONSENT TRACK,Regular,109.0,10.45,596.5339841666666,586.0839841666666,0.0,0,0
AEIBK2011427,2020-01-07,2020,1,1,January,Tuesday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN45BZ4987,24/26 FT Taurus Open 21MT - HCV,HCV,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,7.85,188.20698055555556,180.35698055555557,0.0,0,0
WDSBKTP58119,2019-09-26,2019,3,9,September,Thursday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11B9574,40 FT 3XL Trailer 35MT,Trailer,Howrah,West Bengal,Godda,Jharkhand,CONSENT TRACK,Regular,377.0,36.18333333333333,2632.371131388889,2596.187798055556,0.0,0,0
AEIBK2011855,2020-01-09,2020,1,1,January,Thursday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11B7127,40 FT Flat Bed Double-Axle 21MT - Trailer,Trailer,Howrah,West Bengal,Nadia,West Bengal,CONSENT TRACK,Regular,51.0,4.883333333333334,102.60533805555556,97.72200472222222,0.0,0,0
AEIBK2011875,2020-01-10,2020,1,1,January,Friday,0,United Freight Carriers Private Limited,Larsen & Toubro Limited,AP16TY1859,40 FT 3XL Trailer 35MT,Trailer,Krishna,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,CONSENT TRACK,Regular,297.0,28.5,87.72786472222222,59.22786472222222,0.0,0,0
AEIBK1902511,2019-10-25,2019,4,10,October,Friday,0,As Logistics,Larsen & Toubro Limited,RJ01GC5178,40 FT 3XL Trailer 35MT,Trailer,Kamrup,Assam,Sonitpur,Assam,CONSENT TRACK,Regular,145.0,13.916666666666666,1919.2439213888888,1905.327254722222,0.0,0,0
AEIBK2011870,2020-01-10,2020,1,1,January,Friday,0,Unknown,Larsen & Toubro Limited,TS15UC9341,40 FT 3XL Trailer 35MT,Trailer,Medak,Telangana,Rangareddy,Telangana,CONSENT TRACK,Regular,26.0,2.4833333333333334,73.8594436111111,71.37611027777778,0.0,0,0
AEIBK2011533,2020-01-07,2020,1,1,January,Tuesday,0,B K Roadlines,Larsen & Toubro Limited,DN09P9848,40 FT 3XL Trailer 35MT,Trailer,Raigarh,Maharashtra,Mumbai,Maharashtra,CONSENT TRACK,Regular,35.0,3.35,128.95340555555555,125.60340555555555,0.0,0,0
AEIBK1910829,2019-12-30,2019,4,12,December,Monday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,KA28D5346,19 FT Open 7MT - MCV,MCV,Mumbai,Maharashtra,Bangalore,Karnataka,CONSENT TRACK,Regular,1046.85,17.65277777777778,325.61885472222224,307.96607694444447,0.0,0,0
AEIBK1910849,2019-12-31,2019,4,12,December,Tuesday,0,A P R Trailler Service,Larsen & Toubro Limited,UP78DN2117,40 FT 3XL Trailer 35MT,Trailer,Ghaziabad,Uttar Pradesh,Saharanpur,Uttar Pradesh,CONSENT TRACK,Regular,160.0,15.35,276.9736277777778,261.6236277777778,0.0,0,0
AEIBK1910145,2019-12-26,2019,4,12,December,Thursday,0,A P R Trailler Service,Larsen & Toubro Limited,UP17AT8554,40 FT 3XL Trailer 35MT,Trailer,Ghaziabad,Uttar Pradesh,Saharanpur,Uttar Pradesh,CONSENT TRACK,Regular,160.0,15.35,388.7497916666667,373.39979166666666,0.0,0,0
AEIBK1910143,2019-12-26,2019,4,12,December,Thursday,0,A P R Trailler Service,Larsen & Toubro Limited,UP17AT7376,40 FT 3XL Trailer 35MT,Trailer,Ghaziabad,Uttar Pradesh,Saharanpur,Uttar Pradesh,CONSENT TRACK,Regular,160.0,15.35,388.7064091666667,373.3564091666667,0.0,0,0
AEIBK2012005,2020-01-10,2020,1,1,January,Friday,0,As Logistics,Larsen & Toubro Limited,NL01AC1535,40 FT 3XL Trailer 35MT,Trailer,Kamrup,Assam,Kamrup,Assam,CONSENT TRACK,Regular,30.0,2.8666666666666667,31.040041666666664,28.173375,0.0,0,0
AEIBK1907433,2019-12-05,2019,4,12,December,Thursday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN03H9366,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,130.0,12.466666666666667,898.2172047222222,885.7505380555556,0.0,0,0
AEIBK1907736,2019-12-09,2019,4,12,December,Monday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN03H9366,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Villupuram,Tamil Nadu,CONSENT TRACK,Regular,177.0,16.983333333333334,804.2089230555556,787.2255897222223,0.0,0,0
AEIBK2011283,2020-01-06,2020,1,1,January,Monday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,NL01G0056,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Patna,Bihar,Patna,Bihar,CONSENT TRACK,Regular,30.0,2.8666666666666667,124.39530194444444,121.52863527777778,0.0,0,0
AEIBK2012023,2020-01-10,2020,1,1,January,Friday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11B4743,40 FT 3XL Trailer 35MT,Trailer,Kolkata,West Bengal,Nadia,West Bengal,CONSENT TRACK,Regular,51.0,4.883333333333334,23.156375,18.273041666666664,0.0,0,0
AEIBK2012025,2020-01-10,2020,1,1,January,Friday,0,Shri Ganesh Traders And Transporter,Larsen & Toubro Limited,NL01G6844,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Bokaro,Jharkhand,Sundergarh,Odisha,CONSENT TRACK,Regular,293.0,28.116666666666667,27.39684916666667,-0.7198175,1.0,0,0
AEIBK2011823,2020-01-09,2020,1,1,January,Thursday,0,B K Roadlines,Larsen & Toubro Limited,MH46BB9489,40 FT 3XL Trailer 35MT,Trailer,Raigarh,Maharashtra,Parbhani,Maharashtra,CONSENT TRACK,Regular,436.0,41.85,58.01957972222222,16.169579722222224,0.0,0,0
AEIBK1906953,2019-11-30,2019,4,11,November,Saturday,1,Surekhaben Kalubhai Nakum,Larsen & Toubro Limited,GJ27X6294,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Ahmedabad,Gujarat,Ahmedabad,Gujarat,CONSENT TRACK,Regular,25.0,2.4,1011.6156213888889,1009.215621388889,0.0,0,0
AEIBK1909461,2019-12-21,2019,4,12,December,Saturday,1,Unknown,Larsen & Toubro Limited,GJ18AU8838,40 FT 3XL Trailer 35MT,Trailer,Gandhinagar,Gujarat,Vadodara,Gujarat,CONSENT TRACK,Regular,25.0,2.4,505.10738333333336,502.7073833333334,0.0,0,0
AEIBK1901832,2019-10-19,2019,4,10,October,Saturday,1,S.B.Transport Company,Larsen & Toubro Limited,HR38Q4805,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,South Delhi,Delhi,Central Delhi,Delhi,CONSENT TRACK,Regular,25.0,2.4,2003.2140277777778,2000.8140277777777,0.0,0,0
WDSBKTP57459,2019-09-19,2019,3,9,September,Thursday,0,S.B.Transport Company,Larsen & Toubro Limited,HR38Q4805,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,South Delhi,Delhi,South West Delhi,Delhi,CONSENT TRACK,Regular,29.0,2.783333333333333,2725.0098397222223,2722.226506388889,0.0,0,0
AEIBK2011397,2020-01-07,2020,1,1,January,Tuesday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN04M5355,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,8.633333333333333,82.16004527777778,73.52671194444444,0.0,0,0
AEIBK2011434,2020-01-07,2020,1,1,January,Tuesday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN28AB2185,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,8.633333333333333,82.17881388888888,73.54548055555556,0.0,0,0
AEIBK2011398,2020-01-07,2020,1,1,January,Tuesday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN28AD0054,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,90.0,8.633333333333333,81.62206472222223,72.9887313888889,0.0,0,0
AEIBK1910946,2019-12-31,2019,4,12,December,Tuesday,0,Unknown,Larsen & Toubro Limited,GJ12AW0187,40 FT 3XL Trailer 35MT,Trailer,Ahmedabad,Gujarat,Banaskantha,Gujarat,CONSENT TRACK,Regular,150.0,14.4,247.53847694444445,233.13847694444445,0.0,0,0
AEIBK1909413,2019-12-21,2019,4,12,December,Saturday,1,K.Ramachandran Transports,Larsen & Toubro Limited,TN04M5355,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Kanchipuram,Tamil Nadu,CONSENT TRACK,Regular,130.0,12.466666666666667,488.25663694444444,475.78997027777774,0.0,0,0
AEIBK2011195,2020-01-06,2020,1,1,January,Monday,0,K.Ramachandran Transports,Larsen & Toubro Limited,TN04M5355,40 FT 3XL Trailer 35MT,Trailer,Tiruvallur,Tamil Nadu,Chennai,Tamil Nadu,CONSENT TRACK,Regular,26.4,2.533333333333333,105.46988527777778,102.93655194444445,0.0,0,0
AEIBK2011770,2020-01-09,2020,1,1,January,Thursday,0,Balaji Freight Carrier,Larsen & Toubro Limited,GJ01DV8653,40 FT 3XL Trailer 35MT,Trailer,Ahmedabad,Gujarat,Vadodara,Gujarat,CONSENT TRACK,Regular,115.0,11.033333333333333,31.480394444444443,20.44706111111111,0.0,0,0
AEIBK2011755,2020-01-09,2020,1,1,January,Thursday,0,Unknown,Larsen & Toubro Limited,GJ18AU8838,40 FT 3XL Trailer 35MT,Trailer,Ahmedabad,Gujarat,Vadodara,Gujarat,CONSENT TRACK,Regular,115.0,11.033333333333333,32.76557861111111,21.73224527777778,0.0,0,0
AEIBK2011767,2020-01-09,2020,1,1,January,Thursday,0,Balaji Freight Carrier,Larsen & Toubro Limited,GJ01CU9093,40 FT 3XL Trailer 35MT,Trailer,Ahmedabad,Gujarat,Panch Mahals,Gujarat,CONSENT TRACK,Regular,173.0,16.6,34.62174527777778,18.02174527777778,0.0,0,0
AEIBK2011097,2020-01-01,2020,1,1,January,Wednesday,0,Unknown,Larsen & Toubro Limited,GJ12AW0187,40 FT 3XL Trailer 35MT,Trailer,Gandhinagar,Gujarat,Bharuch,Gujarat,CONSENT TRACK,Regular,210.0,20.15,213.9268813888889,193.7768813888889,0.0,0,0
AEIBK1907389,2019-12-05,2019,4,12,December,Thursday,0,Unknown,Larsen & Toubro Limited,GJ07UU1190,40 FT 3XL Trailer 35MT,Trailer,Ahmedabad,Gujarat,Ahmedabad,Gujarat,CONSENT TRACK,Regular,25.0,2.4,872.256836111111,869.8568361111111,0.0,0,0
AEIBK1910949,2019-12-31,2019,4,12,December,Tuesday,0,Unknown,Larsen & Toubro Limited,GJ01CY4407,40 FT 3XL Trailer 35MT,Trailer,Ahmedabad,Gujarat,Banaskantha,Gujarat,CONSENT TRACK,Regular,150.0,14.4,244.88866388888889,230.48866388888888,0.0,0,0
AEIBK2011321,2020-01-06,2020,1,1,January,Monday,0,Baba Lingaraj Enterprises Pvt Ltd,Larsen & Toubro Limited,OR02AU4651,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Cuttack,Odisha,Kendujhar,Odisha,CONSENT TRACK,Regular,200.0,19.2,96.74338250000001,77.5433825,0.0,0,0
AEIBK2011270,2020-01-06,2020,1,1,January,Monday,0,As Logistics,Larsen & Toubro Limited,NL01Q7748,40 FT 3XL Trailer 35MT,Trailer,Kamrup,Assam,Barpeta,Assam,CONSENT TRACK,Regular,113.0,10.833333333333334,112.69141472222222,101.85808138888889,0.0,0,0
AEIBK2011287,2020-01-06,2020,1,1,January,Monday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11E2730,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Kolkata,West Bengal,East Khasi Hills,Meghalaya,CONSENT TRACK,Regular,61.3,5.883333333333334,96.93245916666666,91.04912583333333,0.0,0,0
AEIBK2011289,2020-01-06,2020,1,1,January,Monday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11B4743,40 FT 3XL Trailer 35MT,Trailer,Kolkata,West Bengal,Kamrup,Assam,CONSENT TRACK,Regular,51.0,4.883333333333334,96.00473333333333,91.1214,0.0,0,0
AEIBK1910952,2019-12-31,2019,4,12,December,Tuesday,0,Balaji Freight Carrier,Larsen & Toubro Limited,GJ01CU9093,40 FT 3XL Trailer 35MT,Trailer,Gandhinagar,Gujarat,Bharuch,Gujarat,CONSENT TRACK,Regular,210.0,20.15,245.8276075,225.6776075,0.0,0,0
AEIBK2011286,2020-01-06,2020,1,1,January,Monday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB59B9152,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Howrah,West Bengal,Bankura,West Bengal,CONSENT TRACK,Regular,210.0,20.15,95.73213138888889,75.5821313888889,0.0,0,0
AEIBK1910083,2019-12-26,2019,4,12,December,Thursday,0,Anmol Transport Service,Larsen & Toubro Limited,MH43Y6219,40 FT 3XL Trailer 35MT,Trailer,Raigarh,Maharashtra,Mumbai,Maharashtra,CONSENT TRACK,Regular,35.0,3.35,360.89753888888885,357.5475388888889,0.0,0,0
AEIBK1910965,2019-12-31,2019,4,12,December,Tuesday,0,Unknown,Larsen & Toubro Limited,GJ01CY4407,40 FT 3XL Trailer 35MT,Trailer,Gandhinagar,Gujarat,Banaskantha,Gujarat,CONSENT TRACK,Regular,150.0,14.4,244.88823055555557,230.48823055555556,0.0,0,0
AEIBK2011268,2019-12-31,2019,4,12,December,Tuesday,0,As Logistics,Larsen & Toubro Limited,NL01AC1535,40 FT 3XL Trailer 35MT,Trailer,Kamrup,Assam,Sonitpur,Assam,CONSENT TRACK,Regular,158.0,15.166666666666666,243.2877575,228.12109083333334,0.0,0,0
AEIBK1910956,2019-12-31,2019,4,12,December,Tuesday,0,Unknown,Larsen & Toubro Limited,GJ12AW0187,40 FT 3XL Trailer 35MT,Trailer,Gandhinagar,Gujarat,Banaskantha,Gujarat,CONSENT TRACK,Regular,150.0,14.4,246.7906888888889,232.3906888888889,0.0,0,0
AEIBK2011900,2020-01-10,2020,1,1,January,Friday,0,A S Transports,Larsen & Toubro Limited,KA01AE9163,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,3.8333333333333335,4.223725833333334,0.3903925,0.0,0,0
AEIBK2011602,2020-01-08,2020,1,1,January,Wednesday,0,Shri Sai Enterprises,Larsen & Toubro Limited,TS15UD3695,40 FT 3XL Trailer 35MT,Trailer,Medak,Telangana,Medak,Telangana,CONSENT TRACK,Regular,65.0,6.233333333333333,49.81706583333334,43.5837325,0.0,0,0
